country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,most_impressing,total_cost,total_people,total_nights
20,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,15,0,1,1,3,16575000.0,2,15
4,1,1,0,1,0,4,0,1,0,1,1,1,1,1,0,10,0,0,1,1,4309500.0,1,10
20,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,6,0,0,1,4,10110750.0,2,6
21,0,4,1,3,0,0,2,1,1,1,1,0,0,0,0,10,0,0,1,4,25359750.0,4,10
4,3,0,2,0,0,0,2,1,0,1,1,1,1,1,0,11,0,0,0,4,321555.0,2,11
45,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,9,0,0,0,3,4972500.0,1,9
36,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1201687.5,2,4
20,0,2,1,1,0,1,2,1,1,1,1,1,0,0,1,0,7,0,1,4,13851990.32,2,7
24,1,0,2,0,3,2,6,0,0,0,0,0,0,0,0,2,0,0,0,3,994500.0,2,2
36,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,171000.0,1,2
1,1,0,1,1,0,3,2,1,1,1,1,1,0,0,1,0,7,0,1,5,6954870.0,2,7
36,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,306000.0,1,6
1,0,4,2,1,0,3,2,1,1,1,1,1,1,1,0,0,14,0,1,0,15885310.0,3,14
14,1,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,13,0,1,4,9945000.0,3,13
20,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,13,2,0,1,1,1491750.0,1,15
1,2,1,1,0,4,1,0,0,0,0,0,0,0,0,0,70,0,0,1,0,453866.0,1,70
1,0,1,0,1,1,3,0,1,1,1,1,0,0,0,1,13,4,0,0,0,6807990.0,1,17
4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,828750.0,1,3
15,0,0,1,1,0,4,6,0,0,0,0,0,0,0,0,3,0,1,0,0,828750.0,2,3
27,1,2,1,1,0,1,2,1,1,1,1,1,1,1,0,6,5,0,1,0,7261856.0,2,11
0,0,2,1,1,0,0,2,1,1,1,1,0,1,1,1,10,0,0,0,3,18232500.0,2,10
4,3,1,0,1,0,0,0,1,1,1,1,0,1,1,0,15,0,0,0,0,59752875.0,1,15
26,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,2817750.0,2,17
19,2,0,1,1,0,0,2,1,1,1,1,1,1,1,1,5,0,0,1,3,17473841.0,2,5
4,0,0,3,6,0,4,0,1,0,1,1,1,0,0,0,16,0,0,1,4,51382500.0,9,16
24,1,1,0,1,2,2,0,1,1,1,1,1,0,0,0,21,0,0,0,0,4972500.0,1,21
20,2,1,0,1,0,5,0,0,0,0,0,0,0,0,0,40,0,0,0,3,497250.0,1,40
34,1,1,1,0,4,4,0,0,0,0,0,0,0,0,0,30,0,1,1,0,2652000.0,1,30
4,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,15,0,0,1,1,14088750.0,1,15
30,1,0,5,1,0,0,2,1,1,1,1,0,0,1,0,5,4,0,1,4,16989375.0,6,9
20,1,0,4,2,0,0,0,1,1,1,1,0,1,0,0,7,0,0,1,6,20055750.0,6,7
0,0,2,1,1,0,0,2,1,1,1,1,1,0,1,0,9,0,1,0,4,23569650.0,2,9
4,3,1,0,1,0,0,2,1,1,1,1,1,1,1,1,0,0,0,1,0,6298500.0,1,0
4,3,2,1,1,0,0,0,1,0,1,1,1,1,1,0,4,0,0,1,4,49890750.0,2,4
58,0,0,0,2,2,0,7,0,0,0,0,0,0,0,0,30,0,0,1,3,10000000.0,2,30
21,1,2,1,1,0,3,2,1,1,1,1,1,0,0,1,0,7,0,1,2,7942655.0,2,7
14,1,0,2,0,0,0,6,1,0,1,1,1,1,1,0,13,7,1,1,3,6217964.2,2,20
4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1989000.0,1,6
15,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,663000.0,1,1
1,2,0,2,2,1,3,0,0,0,0,0,0,0,0,0,12,2,1,0,1,5690100.0,4,14
1,0,1,0,1,3,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,828750.0,1,3
17,0,0,1,1,0,4,6,1,0,1,1,1,1,1,0,10,0,0,1,0,3978000.0,2,10
39,1,1,1,0,5,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2154750.0,1,4
21,1,0,2,0,0,3,2,0,1,0,0,0,0,0,0,0,17,1,0,2,2496263.0,2,17
20,2,1,1,0,0,4,2,0,0,0,0,0,0,0,0,13,0,0,1,0,4226625.0,1,13
55,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140000.0,1,1
35,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,4,0,0,0,1,497250.0,1,4
11,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,4,244000.0,2,2
50,2,0,1,1,0,0,6,0,0,0,0,0,0,0,0,13,3,0,1,0,2320500.0,2,16
36,1,1,0,1,2,0,7,0,0,0,0,0,0,0,0,14,0,0,0,3,1989000.0,1,14
15,0,1,1,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,179322.0,1,1
71,1,1,0,1,3,2,2,0,0,0,0,0,0,0,0,5,0,0,1,3,1243125.0,1,5
35,1,1,0,1,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,5,157462.5,1,3
50,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,13,3,0,1,0,1989000.0,2,16
4,2,0,1,1,0,4,0,1,1,1,1,1,1,1,1,11,0,0,1,5,8287500.0,2,11
4,0,2,1,1,0,0,2,1,0,1,1,1,1,1,0,9,4,0,1,0,24696750.0,2,13
1,1,1,0,1,0,0,2,1,0,1,1,0,0,1,0,6,0,0,1,0,3149250.0,1,6
1,3,2,1,1,0,0,2,1,0,1,1,1,1,0,0,11,0,0,0,0,20635875.0,2,11
43,1,2,1,1,1,5,0,0,0,0,0,0,0,0,0,46,0,0,0,2,100000.0,2,46
4,1,2,1,1,0,0,2,1,0,1,1,1,1,1,0,5,4,0,1,4,15497625.0,2,9
4,3,2,1,1,0,0,2,1,1,1,1,1,0,0,0,17,0,1,1,4,18895500.0,2,17
4,0,1,0,1,0,0,3,1,0,1,1,0,0,0,1,27,0,0,1,0,9282000.0,1,27
1,1,1,1,0,0,0,2,1,0,1,1,1,1,1,0,7,0,0,1,0,4558125.0,1,7
20,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,1657500.0,2,12
4,0,0,0,3,0,0,3,0,1,1,1,1,1,1,0,12,2,0,1,4,21050250.0,3,14
4,1,0,0,4,0,0,6,1,0,1,1,0,1,1,0,14,0,1,1,4,4143750.0,4,14
1,1,1,1,0,0,0,2,1,0,0,1,0,1,1,0,7,0,0,1,4,3596775.0,1,7
14,0,2,1,1,0,0,6,1,1,1,1,1,1,1,1,7,6,0,1,4,14088750.0,2,13
14,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,30,2,1,0,0,580125.0,1,32
3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,16575000.0,2,5
4,1,0,3,6,0,3,0,0,0,0,0,0,0,0,0,14,7,0,1,0,33895875.0,9,21
21,2,2,1,1,0,3,2,1,1,1,1,1,0,0,1,0,7,0,1,3,6132750.0,2,7
30,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,4,0,1,1,4,3978000.0,1,4
1,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,9,0,0,1,0,121500.0,2,9
33,3,1,1,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,2,4060875.0,1,11
65,0,1,0,1,0,4,6,1,0,1,1,1,1,1,0,6,4,0,1,5,16773900.0,1,10
4,3,2,1,1,0,0,2,1,1,1,1,1,1,1,1,3,0,1,1,3,17901000.0,2,3
4,0,2,1,1,0,0,2,1,0,1,1,1,1,1,0,4,0,0,1,3,10773750.0,2,4
20,0,3,4,4,0,0,2,1,1,1,1,0,0,1,1,12,0,0,1,0,1002000.0,8,12
8,0,1,1,1,0,0,2,1,0,1,1,1,1,1,0,5,0,0,0,4,21810040.0,2,5
4,3,2,1,1,0,0,2,1,1,1,1,1,1,1,0,11,0,1,1,1,36796500.0,2,11
6,1,0,0,2,2,3,2,0,0,0,0,0,0,0,0,5,0,0,1,4,828750.0,2,5
41,1,1,0,1,3,0,2,1,0,1,0,0,0,0,0,90,0,0,1,0,7458750.0,1,90
25,1,0,1,1,0,4,6,1,0,1,1,0,1,1,0,10,0,1,1,5,331500.0,2,10
4,3,3,1,1,0,0,2,1,1,1,1,0,1,1,0,10,0,0,1,0,18232500.0,2,10
4,1,0,0,3,0,0,2,1,1,1,1,1,1,1,0,6,2,0,1,4,1491750.0,3,8
72,1,2,1,1,0,3,2,1,1,1,1,0,0,0,0,0,14,1,1,0,19062372.0,2,14
27,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,15,5,0,1,3,4765593.0,2,20
36,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1657500.0,1,5
7,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,10,0,0,1,0,4143750.0,2,10
19,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,5,0,1,0,3315000.0,3,15
14,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,14,7,0,1,1,6807990.0,2,21
1,0,4,1,2,0,3,0,0,0,0,0,0,0,0,0,2,6,0,0,0,8287500.0,3,8
1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,45,0,0,0,3,1000000.0,1,45
4,0,0,4,1,0,0,2,1,0,1,1,1,1,1,0,19,0,0,1,0,7293000.0,5,19
4,1,0,0,4,0,0,2,1,0,1,1,0,1,1,0,19,0,0,1,0,9116250.0,4,19
4,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,497250.0,1,1
3,1,1,0,1,2,0,6,1,1,0,0,0,0,0,0,4,0,0,1,3,165750.0,1,4
3,0,1,0,1,3,0,4,1,1,1,0,0,0,0,0,4,0,1,1,2,142949.6,1,4
2,1,1,0,1,3,2,2,0,0,0,0,0,0,0,0,4,0,0,0,1,1657500.0,1,4
2,2,1,0,1,4,3,0,0,0,0,0,0,0,0,0,14,7,0,1,1,3414450.0,1,21
4,0,1,0,1,0,0,2,1,1,1,1,1,1,1,1,7,0,1,1,4,4765312.5,1,7
1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1000000.0,1,15
15,1,1,0,1,0,3,6,0,0,0,0,0,0,0,0,14,0,0,1,3,3315000.0,1,14
14,0,4,2,1,0,3,0,0,0,0,0,0,0,0,0,20,5,0,1,3,6000000.0,3,25
4,2,1,1,0,4,1,3,0,0,0,0,0,0,0,0,20,0,0,1,0,4143750.0,1,20
35,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,82875.0,1,6
14,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,7,6,0,1,3,994500.0,2,13
22,1,0,0,2,0,4,2,1,0,1,0,1,1,1,0,14,0,0,1,5,10856625.0,2,14
4,0,2,1,1,0,6,2,1,0,1,1,1,1,0,0,10,3,0,1,4,5801250.0,2,13
60,1,0,2,4,0,4,2,1,1,1,1,1,1,1,1,14,0,0,1,1,9945000.0,6,14
8,0,4,2,2,0,0,2,1,1,1,1,1,1,1,1,7,0,0,1,0,22376250.0,4,7
4,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,15,0,0,1,0,497250.0,3,15
1,0,3,2,1,0,0,3,1,0,1,1,1,1,1,1,14,0,0,1,5,20884500.0,3,14
19,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,10,5,0,1,0,3315000.0,4,15
3,1,1,0,1,3,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1657500.0,1,2
0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2486250.0,1,4
6,1,1,0,1,3,2,2,0,0,0,0,0,0,0,0,5,0,1,1,2,2154750.0,1,5
1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,6630000.0,2,6
14,0,1,12,3,5,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,32394685.75,15,14
2,1,1,0,1,3,2,6,0,0,0,0,0,0,0,0,6,0,1,0,0,1657500.0,1,6
20,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,10,5,0,1,5,4475250.0,2,15
19,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,4,3,0,1,3,14296779.0,2,7
1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,4,1361598.0,1,17
52,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,15,3,0,1,3,4538660.0,1,18
21,0,2,1,1,0,3,2,1,1,1,1,0,0,0,0,0,14,0,1,3,12027449.0,2,14
4,0,3,1,1,0,0,2,1,1,1,1,1,1,1,1,3,0,1,1,4,43426500.0,2,3
73,3,1,0,1,0,0,0,1,0,1,1,1,1,1,1,14,0,0,1,4,18232500.0,1,14
6,1,1,0,1,2,6,7,0,0,0,0,0,0,0,0,43,0,0,0,3,2403375.0,1,43
15,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1657500.0,1,5
4,3,3,2,1,0,0,2,1,1,1,1,1,1,1,1,10,0,0,1,4,25194000.0,3,10
29,0,1,0,1,3,2,7,1,1,1,1,0,1,0,0,5,0,0,0,1,7624500.0,1,5
1,1,1,1,0,0,0,2,1,1,1,1,1,1,0,1,24,0,0,1,4,828750.0,1,24
4,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,10,0,0,1,0,565207.5,1,10
3,1,1,0,1,3,2,2,1,1,0,1,0,0,0,0,50,0,0,1,1,16906500.0,1,50
19,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,6,4,0,1,3,12935181.0,2,10
2,2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,10,0,0,1,4,6630000.0,2,10
20,1,0,2,0,0,0,2,1,1,1,1,1,1,1,1,5,3,0,1,1,9945000.0,2,8
6,1,1,0,1,3,0,3,1,0,1,1,1,0,0,0,7,0,0,1,3,3812250.0,1,7
27,1,1,1,0,5,0,6,0,0,0,0,0,0,0,0,70,4,0,1,1,3108982.1,1,74
4,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,5,0,0,1,0,4972500.0,2,5
0,2,0,2,0,0,0,0,1,1,1,1,1,0,0,0,6,0,0,1,0,24313120.0,2,6
30,1,0,1,1,5,4,0,0,0,0,0,0,0,0,0,42,7,0,1,0,6876140.85,2,49
3,1,1,0,1,0,7,3,0,0,0,0,0,0,0,0,0,22,0,0,0,1600000.0,1,22
4,1,4,1,2,1,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,828750.0,3,4
1,0,1,0,1,0,7,2,1,1,1,1,1,1,1,1,24,0,0,1,0,253400.0,1,24
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,569010.0,1,14
3,2,0,0,2,1,7,0,0,0,0,0,0,0,0,0,15,0,0,0,1,233070.0,2,15
4,3,2,1,1,0,0,2,1,1,1,1,1,1,1,1,15,0,0,1,4,34807500.0,2,15
65,1,0,2,1,0,4,2,1,0,1,0,0,1,1,0,12,0,0,1,1,13260000.0,3,12
1,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,7,0,0,1,4,10773750.0,2,7
1,1,4,1,1,0,4,2,1,0,1,1,0,1,0,0,10,0,1,0,3,13591500.0,2,10
4,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,6,0,0,1,0,34144500.0,2,6
19,1,1,1,0,0,0,7,1,0,1,1,1,1,1,0,32,43,1,0,4,8337225.0,1,75
1,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,10,0,0,0,3,1657500.0,1,10
25,1,1,1,0,5,5,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1160250.0,1,11
1,1,3,2,0,1,3,0,0,0,0,0,0,0,0,0,47,0,1,0,0,11380200.0,2,47
19,1,0,2,3,0,3,2,1,1,1,1,1,1,1,1,12,3,3,1,3,38805543.0,5,15
21,1,0,3,4,0,1,2,1,1,1,0,1,0,0,0,15,6,0,1,1,6807990.0,7,21
14,2,1,1,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,650000.0,1,3
1,1,2,1,1,4,1,1,0,0,0,0,0,0,0,0,42,10,0,1,4,1707030.0,2,52
4,1,4,1,2,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0,3,2486250.0,3,21
21,1,1,0,1,2,0,6,0,0,0,0,0,0,0,0,2,0,0,1,3,110485.0,1,2
25,1,0,0,1,3,0,7,0,0,0,0,0,0,0,0,2,0,0,1,0,248625.0,1,2
30,0,2,1,1,0,0,2,1,0,1,1,1,1,1,1,5,4,0,1,0,3315000.0,2,9
4,0,3,2,0,0,4,2,1,0,1,1,1,0,0,0,14,0,0,1,3,16591575.0,2,14
6,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,3,1989000.0,1,2
4,1,1,1,0,0,4,2,1,0,1,1,1,1,1,0,12,0,0,1,3,9530625.0,1,12
73,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,11,0,1,1,5,7458750.0,1,11
4,3,2,1,1,0,0,2,1,1,1,1,1,1,1,1,11,0,0,1,4,27348750.0,2,11
8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,5,4972500.0,1,14
29,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,217000.0,1,3
27,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0,3177062.0,1,10
1,2,1,1,0,4,1,4,0,0,0,0,0,0,0,0,13,3,0,1,1,56901.0,1,16
1,2,1,1,0,4,1,4,0,0,0,0,0,0,0,0,13,3,0,1,4,56901.0,1,16
25,0,4,2,2,0,0,2,0,0,0,0,0,0,0,0,5,0,1,1,4,4972500.0,4,5
30,1,4,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1087320.0,4,3
1,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,15,0,0,1,3,5690100.0,3,15
4,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,5,2,0,0,3,11768250.0,4,7
33,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,9,0,0,0,3,2486250.0,1,9
4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,3,4226625.0,2,13
43,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1000000.0,1,10
17,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,5,7,0,1,4,23873351.6,2,12
20,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,7,5,1,1,0,680799.0,2,12
30,0,4,2,1,0,0,2,1,1,1,1,1,1,1,0,5,4,0,1,4,20138625.0,3,9
4,0,0,1,1,0,0,2,1,1,1,1,1,1,1,0,9,0,0,1,4,29835000.0,2,9
1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,6,0,1,0,7735552.5,2,6
19,0,1,1,0,0,0,2,1,1,1,1,0,1,1,0,5,0,0,1,4,5304000.0,1,5
4,3,2,1,1,0,0,2,1,1,1,1,1,1,1,0,5,0,0,1,0,22542000.0,2,5
30,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,6,4,0,1,2,39382250.0,2,10
30,0,1,1,0,0,0,6,1,0,1,1,1,1,1,0,7,0,0,1,5,320760.0,1,7
4,0,0,1,1,0,0,2,1,1,1,1,1,1,1,0,21,0,1,1,4,3315000.0,2,21
4,0,2,1,1,0,0,2,1,1,1,0,0,1,1,0,6,0,0,1,4,16989375.0,2,6
4,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,10,5,0,0,0,900000.0,1,15
8,0,3,3,0,0,0,2,1,1,1,0,1,1,1,1,16,5,0,1,0,7293000.0,3,21
19,1,2,1,1,0,0,2,1,1,1,1,1,1,1,1,10,5,0,1,3,4143750.0,2,15
21,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,15,0,0,0,3,4538660.0,1,15
6,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,4,0,0,0,3,663000.0,1,4
6,1,1,0,1,3,2,0,1,1,1,1,1,0,0,0,9,0,0,1,3,2652000.0,1,9
1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,7,0,1,0,60000.0,2,7
1,2,1,1,0,4,5,0,1,0,1,1,1,0,0,0,14,0,0,0,0,5411285.1,1,14
1,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,15,5,0,1,0,1657500.0,2,20
1,2,1,1,0,0,0,0,1,0,1,1,1,0,0,1,5,3,0,1,3,2983500.0,1,8
14,2,0,3,0,0,1,6,0,0,0,0,0,0,0,0,130,10,0,1,3,9945000.0,3,140
8,0,2,1,0,0,3,1,1,0,1,1,1,1,1,0,6,4,0,0,4,8287500.0,1,10
11,1,1,1,0,3,2,6,0,0,0,0,0,0,0,0,7,0,0,0,1,497250.0,1,7
4,2,1,0,1,0,3,0,1,0,1,1,1,1,0,0,4,0,0,1,1,3978000.0,1,4
0,0,0,1,1,0,0,2,1,1,1,1,1,1,1,1,7,4,0,1,0,8950500.0,2,11
1,1,0,1,1,0,4,2,1,1,1,1,1,1,1,1,9,0,0,1,0,21879000.0,2,9
4,0,2,1,1,0,0,2,1,0,1,1,1,1,1,1,6,0,1,1,4,18812625.0,2,6
15,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1823250.0,1,4
4,0,4,2,1,0,0,2,1,1,1,1,0,1,0,0,9,0,0,1,5,19890000.0,3,9
30,2,1,0,1,0,1,2,1,0,1,1,1,1,1,1,10,0,0,1,0,14428537.5,1,10
4,2,1,1,0,0,1,2,1,0,1,1,1,1,1,0,14,0,0,1,3,5304000.0,1,14
20,1,1,0,1,0,0,2,1,1,1,1,0,1,1,0,12,0,0,1,4,11105250.0,1,12
1,2,0,15,15,0,0,0,0,0,0,0,0,0,0,0,59,2,0,1,0,54463920.0,30,61
14,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,4972500.0,4,13
40,1,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,27,1,1,4,331500.0,1,27
3,0,1,0,1,0,7,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2652000.0,1,2
18,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,7,5,0,1,1,3043700.0,1,12
6,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,828750.0,1,7
4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,1,0,447525.0,1,8
20,0,4,1,4,0,0,3,0,0,0,0,0,0,0,0,7,5,1,1,2,27231960.0,5,12
19,3,0,1,1,4,1,3,0,0,0,0,0,0,0,0,14,0,0,1,0,331500.0,2,14
1,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,5,7,0,1,4,1408875.0,2,12
20,0,2,1,1,0,0,2,1,1,1,0,1,1,1,0,9,7,0,1,4,9945000.0,2,16
14,1,1,2,5,0,3,0,0,0,0,0,0,0,0,0,14,0,0,1,0,8287500.0,7,14
4,1,2,1,1,0,0,2,1,0,1,1,1,0,0,0,14,2,1,1,3,1823250.0,2,16
74,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,20,15,0,0,3,4538660.0,1,35
21,1,0,2,2,0,0,2,1,1,1,1,1,1,0,1,10,4,1,1,3,273487.5,4,14
35,2,1,0,1,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,310000.0,1,2
14,0,0,0,0,0,3,6,1,1,1,1,1,0,0,0,0,33,0,1,4,67399101.0,0,33
20,1,4,3,2,0,0,1,1,1,1,1,1,0,1,1,6,4,0,1,5,17735250.0,5,10
14,1,2,1,1,0,0,2,1,1,1,1,0,1,1,1,7,7,0,1,3,17403750.0,2,14
19,1,2,1,1,0,3,2,1,1,1,1,0,0,0,0,0,3,0,1,0,6961500.0,2,3
24,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,2,400000.0,2,6
11,1,1,0,1,1,5,1,0,0,0,0,0,0,0,0,27,0,0,0,4,290000.0,1,27
20,0,4,3,3,0,3,2,1,1,1,0,1,1,1,0,6,5,0,1,4,25525500.0,6,11
20,0,4,1,2,0,3,2,1,1,1,1,1,1,1,1,9,5,0,1,2,17473841.0,3,14
35,0,2,1,1,6,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1130000.0,2,3
14,0,2,1,1,0,0,2,1,1,1,1,1,0,1,0,6,5,0,1,0,16793042.0,2,11
8,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,6,6,0,1,4,551947.5,1,12
1,0,4,2,2,0,0,2,1,1,1,1,1,1,1,1,10,4,0,1,0,12597000.0,4,14
34,0,0,2,1,3,5,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3315000.0,3,7
1,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,569010.0,1,12
2,1,1,0,1,3,3,7,0,0,0,0,0,0,0,0,30,0,1,0,3,1193400.0,1,30
18,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,25,5,0,1,1,16906500.0,4,30
1,2,1,1,0,4,0,2,1,0,1,1,1,1,0,0,14,0,0,1,0,2071875.0,1,14
6,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,30,0,0,0,0,5138250.0,1,30
4,1,1,0,1,5,0,1,0,0,0,0,0,0,0,0,45,0,0,1,3,3149250.0,1,45
28,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,4,951405.0,1,3
3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,414375.0,1,3
2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,77770.0,1,15
1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,22,4,0,1,0,9706000.0,2,26
27,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,11,3,0,1,3,5635500.0,1,14
4,3,1,0,1,2,0,2,1,0,1,1,0,0,0,0,3,0,0,0,4,5801250.0,1,3
3,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,3,0,1,1,0,1823250.0,1,3
19,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1243125.0,2,7
3,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,497250.0,1,3
4,1,1,0,1,0,4,6,0,0,0,0,0,0,0,0,10,6,0,1,0,1657500.0,1,16
19,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,17,5,0,1,0,6807990.0,2,22
37,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,165750.0,1,2
20,0,4,2,1,0,0,2,1,1,1,1,1,1,0,0,9,0,0,1,0,43260750.0,3,9
1,1,3,2,1,1,5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,114640.0,3,20
27,0,4,2,3,0,0,2,1,1,1,0,1,1,1,0,14,4,0,1,0,16575000.0,5,18
4,1,2,1,1,0,0,2,1,0,1,1,1,1,1,0,9,0,0,1,4,1657500.0,2,9
30,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,7,0,0,1,4,3646500.0,1,7
